jobname,money,company_name,p_bot,industry,job_bt
高级产品经理-图片、人工智能,25k-45k,今日头条,"25k-45k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

        职位职责：
1、负责图片工具型产品的设计、原型、实施、上线和持续改进；
2、制作产品原型，把握产品细节，确保产品设计的高可用性及良好的用户体验；
3、根据用户反馈和数据分析，提炼用户需求、改进痛点、制定版本节奏，协调开发人员推动项目整体进展；
4、负责或配合其他部门制定产品运营计划，持续改善产品。

职位要求：
1、首先希望你专注于为用户创造简单好用的移动产品，并以此为梦想；
2、希望你有很强的沟通能力和执行力，善于组织协调并推动项目进展；
4、希望你有严密的业务逻辑分析能力，能和工程师进行无缝的沟通；
5、希望你统招本科以上学历，有3年以上手机端产品设计经验；
以下三项有加分：
1、有丰富的手机软件界面设计经验，具有交互设计背景；
2、对行业中热门的拍照、修图、图片分享、图片管理类产品如数家珍，对此类产品逻辑和交互设计有自己的理解；
3、脑洞大，有良好的生活品味。
        
"
(高级)语音识别工程师-人工智能方向,15k-30k,乐视,"15k-30k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

职位描述：
1. 负责语音识别系统的模型训练和解码器开发；
2. 负责语音识别引擎的开发和产品化；
3. 持续提升语音识别引擎的识别率。
 
职位要求：
1. 计算机,电子工程，信息工程相关专业本科及以上学历；有语音信号处理相关经验，在声学模型、语言模型、语音增强等一个或多个方面有深入实践；
2. 精通 C/C ++编程，对数据结构和算法设计有较为深刻的理解；
3. 精通语音信号处理、语音识别算法，对各种机器学习算法有深入理解和应用经验，了解过DNN/LSTM/CNN的一种或多种；
4. 精通 VAD、鉴别性声学模型训练、解码器或识别算法优化；
5. 熟悉产品级语音识别系统的开发，了解国内外语音识别系统的发展现状；
6. 熟练掌握开源语音识别软件 HTK、 Juicer、 Julius和 Kaldi等系统者优先
7. 优秀的沟通能力、团队协作精神；

"
人工智能开发工程师,20k-40k,马上金融,"20k-40k,经验3-5年,本科","金融,移动互联网 / 不需要融资","
职位描述：

岗位职责：
 
1、实现公司人工智能商业化产品的落地实施；
2、实现对图片、视频、音频、文本等数据的清洗和预处理；
3、按照设计文档实现AI产品具体功能模块的开发工作；
 
 
工作要求：
 
1、优秀的编程能力，熟练掌握C/C++、Java、Python等一种以上编程语言；
2、熟悉机器学习/深度学习基本知识，有相关算法的研究或开发经验优先；
3、具有机器视觉（如图像识别、目标检测、图像分割等）；
或 语音识别（音频文件处理，加噪、去噪等）开发经验者优先；
4、计算机、数学或其它理工科相关专业本科以上学历；
5、具有1-2年以上相关开发工作经历；
6、具有创新精神和使命感，积极推进人工智能发展；

"
人工智能工程师,15k-30k,和兴健康科技,"15k-30k,经验1-3年,硕士","移动互联网,数据服务 / A轮","
职位描述：

岗位职责：
1. 依据医疗大数据，结合深度学习和机器学习相关理论进行算法训练和模型调优，在辅助诊断方面开发一系列的智能应用；
2. 负责机器学习平台的构建，探索医疗智能化的人工智能应用。
 
职位要求：
1.计算机图像处理/模式识别/机器视觉/数学等相关背景，硕士及以上学历;
2.算法基础扎实，有浓厚的兴趣从事算法研究;
3.熟练使用C/C++语言开发，熟悉常用的图像处理和机器学习算法，有linux平台上开发经验更佳;
4.良好的英文阅读、理解能力;
5.优秀的分析问题解决问题能力、学习能力、团队合作意识。

"
人工智能工程师,10k-20k,创景咨询,"10k-20k,经验不限,本科","移动互联网,电子商务 / 不需要融资","
职位描述：

职位诱惑：
六险一金全,带薪假期多,技术大牛多,前景发展好
职位描述：
职位描述：
1、利用常用的机器学习和深度学习算法等分析语音信号，挖掘情感与文本信息；
2、使用常见的深度学习开源框架构建、优化和维护分析模型；
3、定期负责或参与样本与基础数据的整理、筛选和清洗工作。
 
职位需求：
1、数学、统计学、计算机科学等相关专业,本科或硕士及以上学历；
2、熟悉数据结构相关知识；
3、熟悉基本的聚类和降维算法（如KMeans，PCA等），以及基本的分类模型（逻辑回归，SVM，决策树等）；
4、对神经网络与深度学习有一定研究和实践经验，熟悉CNN、RNN等网络结构；
5、能够熟练使用Python，C++，R或Matlab中一种或多种语言；
6、如使用过（包括但不限于）Theano，Tensorflow，Keras，Caffe等开源框架中的一种或多种则优先考虑；
7、如有语音识别、图像识别或自然语言处理类项目技术经验者优先考虑；
8、具备良好的英语读写能力，良好的沟通与表达能力
福利待遇：
1）  周末双休、五险一金(全额)、商业保险；
2）  年终奖,期权,
3）  留学归国落户、工作居住证办理（符合国家及公司标准）
4）带薪年假5天，带薪病假4天
5）旅游、体检、节日礼品，话费补贴,每年1-2次提薪机会
6）节日、生日、各种趴；

"
人工智能经理,30k-50k,掌众金服,"30k-50k,经验5-10年,本科","移动互联网,金融 / B轮","
职位描述：

主要职责：- 负责基于大数据风控相关的业务数据、客户行为析研究和数据建模；- 负责基于大数据的评分模型相关策略制定，跟进模型实施上线；- 负责模型验证，撰写验证报告，结合模型和验证结果；职位要求- 3年以上相关岗位管理工作经验；从事相关研究行业工作5年以上工作经验；- 本科以上学历，统计、应用数学、金融、计算机等相关专业背景优先；- 具有在机器学习，数据挖掘，信息检索，自然语言处理，推荐系统，用户行为分析等一个或多个算法领域有项目经验；- 对银行业、小额贷款行业、互联网金融、消费金融风险管理有一定的认知和实践者尤佳；- 熟悉深度学习主流算法和框架，包括但不限于Tensorflow，Deeplearning4j, Torch, DMTK等；- 熟悉大数据处理和挖掘相关技术，包括但不限于Hadoop、Hbase、Impala、Spark，Hive等；- 具备良好的责任心，沟通协调能力、推动执行能力、学习能力，工作细致严谨；

"
人工智能开发工程师,25k-50k,购搭,"25k-50k,经验1-3年,硕士",移动互联网 / B轮,"
职位描述：

岗位职责：
1、从事深度学习、智能决策技术等领域的机器学习算法研发；
2、有人工智能和互联网大数据领域相关工作经验；
3、能跟踪该领域的技术前沿，定期做该领域的前沿学术报告；
4、参与项目技术攻关，促进技术疑难问题的解决；
5、结合应用场景, 综合考虑业务/数据/算法等因素,持续改进和优化产品性能；
6、负责日常领导安排的其他工作。
任职要求：
1、计算机类相关专业，本科以上学历；
2、熟悉深度学习、人工智能、机器学习等技术在大数据领域的应用，有良好的科研能力；
3、精通C/C++/Java等编程，快速编程能力强，精通Windows/Linux操作系统；
4、对算法研发有强烈的兴趣；
5、善于快速学习新知识，良好的表达和沟通能力；
6、工作认真负责，严谨细致，有良好的创新意识和团队精神。

"
hadoop、spark、人工智能等兼职讲师招聘,5k-10k,大讲台,"5k-10k,经验3-5年,本科",教育 / 天使轮,"
职位描述：

职位描述：
1、配合教学总监研发符合市场需求的课程体系
2、配合数据分析、spark、python、项目课程研发和后期优化；
3、配合教学总监完成相关教学资料（实训大纲、教学 PPT 、教学案例等）的研发工作
4、按照课程体系、教学大纲高质量完成网络授课

任职要求：
1. 本科及以上学历，计算机相关专业，3年以上工作经验；
2. 熟练掌握数据分析、spark、python、项目工具，如SPSS、Matlab、SAS、Python、R等， 具备快速模型求解与优化的能力。
3. 善于沟通，良好的表达能力，乐于技术分享。
4. 具有较强分析问题和解决问题能力。
5.有大数据开发、数据挖掘、数据分析、数据仓库、推荐算法等开发经验者优先。
6.有过培训课程授课经验，能按要求自行制作课件者优先考虑。

长期招聘兼职讲师，hadoop、spark、人工智能、python、数据分析

"
人工智能实习生,3k-4k,迅雷,"3k-4k,经验不限,硕士",移动互联网 / 上市公司,"
职位描述：

岗位职责：
1.使用Hive、spark,python等工具整合用户行为相关数据，为人工智能、深度学习提供ETL支持；
2.能够利用爬虫以及java等工具进行语料数据爬取，了解知识图谱领域建模者优先；
3.通过与人工智能研究团队的合作，完成项目落地，实现产品价值。
 
任职要求：
1.计算机相关专业研究生在读；
2.有丰富的Linux使用经验，熟练掌握Python、Shell等一门以上脚本语言；
3.能使用、Hive、Hbase，Spark等大数据处理工具；
4.能熟练使用一种主流深度学习框架，如tensorflow、mxnet、caffe、theano、keras；
5.编程技术扎实，逻辑思维能力强，有较强的学习能力和创新思维；
6.可以保证每周实习4~5天，实习3~6个月。
 

"
研发工程师（人工智能方向）,20k-40k,一起作业网,"20k-40k,经验不限,本科","移动互联网,教育 / D轮及以上","
职位描述：


岗位职责：

1、根据部门内部的研发需求，搭建机器学习相关框架，提供机器学习相关支持；

2、负责机器学习相关数据的处理，特征的提取，模型的训练；

3、提供Java跟训练好的模型之间的接口交互；

4、根据研发需求，负责相关机器学习算法的改进和优化；

5、完成上级交代的人工智能相关的其他研发工作。


任职要求：

1、本科以上学历，计算机/人工智能等相关专业优先，有机器学习相关经验优先；

2、熟练机器学习相关框架的搭建，熟练CNN、RNN相关模型，熟悉机器学习相关算法；

3、熟练Java或C/C++、Python等相关程序设计语言，能熟练使用SQL语句；

4、具备优异的数据结构和算法基础，能够对算法进行验证和实现；

5、具有较强的沟通交流能力，分析问题和解决问题的能力，工作有激情，能承受压力；

6、服从安排，有团队合作精神和较强的责任感。


"
人工智能研究员,20k-40k,百度,"20k-40k,经验3-5年,硕士","移动互联网,数据服务 / 不需要融资","
职位描述：

工作职责
-在人工智能各领域进行深入研究 
-提出新算法，解决人工智能在实践中面临的问题
-参与AI领域的世界顶级学者竞争，参与比赛，撰写论文
-保持并推进百度在人工智能领域的领先地位
任职资格
-有人工智能各领域的相关研究经验，有高水平论文发表者优先 -关注并了解机器学习算法，自然语言理解，知识图谱，图像与视觉等领域的现状与最新进展，并在其中一个领域有实践经验，并保持对前沿的深刻理解 
-了解深度学习，概率推理，图模型，强化学习，对抗学习等工具的基本原理，并在其中一个领域做到深入理解 
-对现实问题有较强的数学建模能力 
-有较强实践能力，能够实际实现算法、系统，并进行可重复性的实验 
-热爱人工智能领域，具有激情，愿意在此领域进行深入研究
-对理论的完善与算法效果有极致追求 
-对业界前沿的相关技术嗅觉敏锐
-逻辑思维和表达能力出色，快速理解，并快速传递信息

"
人工智能讲师,15K-25K,北京八维研修学院,"15K-25K,经验3-5年,硕士",教育 / 未融资,"
职位描述：

职责描述： 1、负责人工智能课程的设计和授课； 2、负责对学生进行相关技术和项目的指导；   任职要求： 1、本科及以上学历，计算机、数学、统计学等相关专业，精通算法； 2、2年以上数据挖掘工作经验，拥有大中型数据挖掘实际项目经验者优先； 3、要求熟练掌握python、java、scala任意一种编程语言； 4、熟悉主流的数据挖掘算法，如逻辑回归、决策树、神经网络、随机森林等机器学习算法 5、了解Hadoop生态圈、Spark生态圈相关大数据技术；

"
技术专家-人工智能/语音/图像//大数据/自然语言,40k-80k,智慧星光,"40k-80k,经验10年以上,本科",数据服务 / 不需要融资,"
职位描述：

1、负责技术路线、产品方向、发展规划，制定技术发展规划。
2、指导团队成员的能力提升，绩效激励、培养研发梯队力量，建立规范的开发过程管理体系，提升团队在行业内的技术水平。
3、对行业产品及动向保持敏锐的感知度，预研最新技术并应用在产品中，解决研发过程疑难问题；

任职要求：
1、全日制本科及以上学历，计算机或相关专业，5-8年以上研发经验，至少1年以上团队管理经验；
2、在人工智能、语音图像识别、知识图谱、大数据、自然语言、机器学习等方向有一定专长；
3、精通c++、java、Python至少其中一种软件架构、设计模式、很强的解决项目开发中技术难题的能力；
4、具备较好的研发过程控制技能，包括进度安排和控制，风险控制，质量管理等；
5、具有大局观、产品思维、战略眼光，为人踏实、责任心强、擅长专研；

"
新媒体运营--人工智能方向,20k-30k,小米,"20k-30k,经验3-5年,本科",移动互联网 / D轮及以上,"
职位描述：

工作职责
根据品牌与产品传播策略，制造有影响力的新媒体传播战役
敏锐捕捉热点与新趋势，产出高品质的新媒体内容与事件创意

能力要求：
3－5年新媒体创意经验
极强的用户洞察能力
极强的文字创作能力或美术设计能力 幽默，风趣
开放，热爱新鲜事物，热爱互联网新技术
优先条件:
* 文案：有自己专门创造的新媒体账号
* 美术：手绘能力或视频编辑能力强
* 对人工智能技术有一定的了解

"
人工智能研发工程师,15K-30K,慧影医疗,"15K-30K,经验1-3年,硕士","移动互联网,医疗健康 / B轮","
职位描述：

岗位职责：
1. 人工智能在影像组学产品中的研发；
2. 负责影像大数据处理框架的开发。
 
任职要求：
1）硕士及以上学历，数学、计算机、模式识别等相关专业优先考虑；
2）一年以上相关行业工作经验；
3）掌握机器学习/深度学习基本知识，有相关算法的研究或开发经验；
4）在以下领域有深入研究者优先：
a、统计学习（如深度神经网络、随机森林、随机场等模型）
b、计算机视觉（如图像识别与理解，目标检测、图像分割等）
c、生物医学工程（如影像分析、病理分析、生物信息分析等）
5）优秀的编程能力，掌握Python/Java等编程语言，熟悉Tensorflow等框架；
6）工作认真负责，能承担一定工作压力，有创新精神，有推进人工智能发展的理想和使命感。

"
人工智能高级工程师,30k-50k,影谱科技,"30k-50k,经验3-5年,本科","文化娱乐,广告营销 / 上市公司","
职位描述：

岗位职责：
负责深度学习框架搭建，相关神经网络的训练和调试；
负责应用于图像处理、数据挖掘等业务的算法研发；
从事机器学习、深度学习等前沿技术的研究；

任职要求：
熟悉 Tensorflow框架并了解内部机制；熟悉Caffe、 Torch等其他主流框架者优先；
具有较强的编程能力，精通Python等脚本语言；熟悉Linux操作系统；
具备良好的团队合作精神，有创造性思维；

"
语音合成算法工程师(TTS)-人工智能方向,15k-30k,乐视,"15k-30k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

职位描述 1. 从事语音合成（TTS）技术文本分析的算法研究与引擎设计开发； 2. 或从事语音合成（TTS）技术信号处理的算法研究与引擎设计开发； 3.按照研究与项目计划，与项目组其他成员协同工作，在保证质量的前提下，完成研究开发任务。
 
职位要求 1. 有语音合成研究经历与背景，熟悉文本分析和处理；
2. 熟悉语音合成/神经网络/信号处理等相关算法，了解语音合成的各模块关键技术，有算法研究背景经验；
3. 熟悉 HTS 等相关工具，有语音合成系统研发经验者优先，知识面广、研究能力强，熟悉并掌握自然语言处理在智能人机交互技术领域中的应用；
4. 了解计算机基础理论和扎实的计算机编程功底 5. 良好的C/C ++, 熟悉perl 或者python 等脚本语言
6. 良好的沟通能力和组织协调能力

"
人工智能组负责人,60k-80k,掌众金服,"60k-80k,经验5-10年,本科","移动互联网,金融 / B轮","
职位描述：

        主要职责：
- 负责基于大数据风控相关的业务数据、客户行为析研究和数据建模；
- 负责基于大数据的评分模型相关策略制定，跟进模型实施上线；
- 负责模型验证，撰写验证报告，结合模型和验证结果；
职位要求
- 3年以上相关岗位管理工作经验；从事相关研究行业工作5年以上工作经验；
- 本科以上学历，统计、应用数学、金融、计算机等相关专业背景优先；
- 具有在机器学习，数据挖掘，信息检索，自然语言处理，推荐系统，用户行为分析等一个或多个算法领域有项目经验；
- 熟悉深度学习主流算法和框架，包括但不限于Tensorflow，Deeplearning4j, Torch, DMTK等；
- 熟悉大数据处理和挖掘相关技术，包括但不限于Hadoop、Hbase、Impala、Spark，Hive等；
- 具备良好的责任心，沟通协调能力、推动执行能力、学习能力，工作细致严谨；
        
"
人工智能开发工程师,15k-30k,马上金融,"15k-30k,经验1-3年,本科","金融,移动互联网 / 不需要融资","
职位描述：

岗位职责
1. 实现公司人工智能商业化产品的落地实施；  2. 实现对图片、视频、音频、文本等数据的清洗和预处理；  3. 按照设计文档实现AI产品具体功能模块的开发工作；
任职要求
1.优秀的编程能力，熟练掌握C/C++、Java、Python等一种以上编程语言；  2.熟悉机器学习/深度学习基本知识，有相关算法的研究或开发经验优先；  3.具有机器视觉（如图像识别、目标检测、图像分割等）；  或 语音识别（音频文件处理，加噪、去噪等）开发经验者优先；  4.计算机、数学或其它理工科相关专业本科以上学历；  5.具有1-2年以上相关开发工作经历；  
6.具有创新精神和使命感，积极推进人工智能发展； 

"
高级人工智能工程师,22k-35k,竞技世界,"22k-35k,经验3-5年,本科","移动互联网,游戏 / 不需要融资","
职位描述：

【高级人工智能工程师】
• 负责金融风控、用户社交关系挖掘、图像语音文本识别、知识图谱、用户特征挖掘、用户游戏技能识别等方向的机器学习课题的解决，以及实时数据分析建模； 
• 70%精力用于对应领域中课题的机器学习建模和实时分析建模；
• 10%精力用于“推进机器学习平台框架建设”；
• 20%精力用于“快速跟进最新有效的机器学习技术（包括深度学习），并将这些技术实践到建模中”。
 
职位要求：
• 数学、计算机专业硕士以上学历；
• 熟练掌握Python/R/Java编程，有软件工程能力。
• 熟练掌握主流大数据处理技术(hadoop、spark等)；
• 精通常规机器学习技术（聚类、分类、关联、预测等等）；
• 掌握深度学习几大常用算法或其改进版（CNN，LSTM，RBM等）；
• 掌握主流深度学习框架（TensorFlow、caffe等）；
• 2年以上机器学习相关工作经验；
• 有好奇心、有创新思路、逻辑思维强；
• 有很强的学习能力，对新技术持续不断的兴趣，及很强的应用实践能力。

"
