jobname,money,company_name,p_bot,industry,job_bt
自然语言处理工程师,15k-30k,懂球帝,"15k-30k,经验1-3年,不限","移动互联网,文化娱乐 / C轮","
职位描述：

岗位职责
1、负责懂球帝基础算法服务文本相关服务开发，包括主题提取，文本相似，文本分类等；
2、负责懂球帝多语言的基础词库建设，优化和维护。

任职条件
1、计算机或相关专业，具有一年以上自然语言处理相关的工作经验；
2、扎实的编码能力，熟练使用linux下的C/C++、Python、go语言中的一种开发；
3、精通统计语言模型和相关机器学习核心算法；
4、熟练掌握自然语言处理的算法和技术，具有分词、新词发现、实体词抽取、文本分类、舆情分析等相关的项目经验；
5、较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识。

"
自然语言处理工程师,15k-30k,云孚科技,"15k-30k,经验1-3年,本科","企业服务,移动互联网 / 不需要融资","
职位描述：

【岗位职责】
1. 文本挖掘相关系统研发。
2. 行业知识图谱研发。
3. NLP底层模块的优化。

【任职要求】
1. 有一定的NLP项目研发经验。
2. 熟悉Python。
3. 学习能力强，责任心强。
4. 有创业心态，渴望成功。

"
智能语音-自然语言处理研究员,20k-40k,搜狗,"20k-40k,经验1-3年,硕士","移动互联网,数据服务 / C轮","
职位描述：

岗位说明:
 1.负责搜狗知音引擎语义理解技术研究；
 2.负责意图分类、query改写、命名实体识别等算法优化
 3.负责语义理解中所需的知识挖掘；

任职资格：
 1.计算机或相关专业硕士研究生以上学历；
 2.精通C++或Java编程语言，熟悉Linux平台；
 3.2年以上nlp,数据挖掘相关经验，有对话理解相关经验者优先
 4.良好的团队合作精神，较强的沟通能力

搜狗语音简介:
  搜狗智能语音致力于打造业界领先的以语音为主的多模态输入、理解以及表达的人工智能技术，目前技术方向涵盖了语音识别、声纹识别、手写识别、语音合成、语义理解、对话系统等多个方面，具备了从研发到技术输出的完整能力。

"
自然语言处理工程师,35k-55k,逸途科技,"35k-55k,经验不限,硕士","移动互联网,旅游 / A轮","
职位描述：

职位描述：
1、维护与优化现有语义引擎；
2、基于自然语言及深度学习技术开发下一代智能问答系统；
3、开发api接口以便外部系统集成；
4、组织协调研发团队进行知识库、机器学习等方面研究的协同配合工作；
5、建立各场景之知识图谱；
职位要求：
1、计算机软件或相关专业本科以上学历；
2、三年以上的自然语言开发经验并熟悉相关算法开发；
3、悉常用机器学习算法，对深度学习有较深理解；
4、具有人机对话，搜索引擎，知识库等相关项目经验；
5、对英文技术文献具有基础阅读和理解能力；
6、思路清晰，逻辑能力强，良好的敬业精神与团队精神，，乐于学习以及热爱技术研发。

"
NLP研发工程师,20k-40k,数美,"20k-40k,经验1-3年,本科","企业服务,数据服务 / B轮","
职位描述：

工作职责：
——分析处理海量用户文本数据
——对文本数据进行特征抽取
——构建机器学习模型区分用户行为

任职要求：
——计算机或相关专业，具有一年以上自然语言处理相关的工作经验
——熟悉python及相关机器学习工具
——精通统计语言模型和相关机器学习核心算法
——熟练掌握自然语言处理的算法和技术，具有分词、新词发现、实体词抽取、文本分类、舆情分析等相关的项目经验
——熟悉hadoop、spark等分布式平台


【关于数美】www.ishumei.com
  数美（全称北京数美时代科技有限公司）成立于2015年6月，是一家专业的大数据科技公司。数美依托先进的核心AI技术和海量的数据基础，致力于解决多场景欺诈问题，为客户提供专业、可信赖的服务。团队均来自百度、阿里、腾讯、360、小米等顶尖互联网公司，在大数据、人工智能、机器学习、金融风控等领域有着丰富的实践经验。目前，业务已覆盖金融、支付、直播、社交、电商、O2O等为代表的多个行业领域，其中包括中信银行、用钱宝、人人贷、51信用卡、360、小米、58同城、爱奇艺、熊猫直播、花椒、唱吧等知名企业，截止到2017年6月，服务客户突破1000家。作为大数据反欺诈专业品牌，数美将持续挖掘数据价值，为金融机构、互联网企业提供智能、创新的一站式反欺诈综合解决方案

…………………………………………………………………………
了解更多
数美公司介绍
https://www.ishumei.com/aboutUs/introduction.html
数美团队介绍
https://www.ishumei.com/aboutUs/team.html
数美产品介绍
https://www.ishumei.com/product/creditFengkong.html 
数美解决方案介绍
https://www.ishumei.com/solution/finance.html 



"
自然语言处理工程师,30k-40k,泛微,"30k-40k,经验3-5年,本科","移动互联网,企业服务 / 上市公司","
职位描述：

职位描述：1、利用相关技术和算法，提供文本分析相关的基础方案与服务；2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作；3、负责搭建相关的机器学习 & 大数据计算平台；4、负责数据和业务的紧密集合。岗位要求：1、熟练掌握自然语言处理NLP相关理论与技术方法；2、熟练掌握使用java，数学正则，至少掌握一种脚本语言；3、熟悉中英文分词、词性标注、实体识别、句法分析、自动文本分类，关键值提取等自然语言处理技术，熟悉语义分析方法和技术（相似度计算、本体理论、语义推理等）；4、熟悉人机对话的前沿方向和研究方向；5、熟悉了解人工智能、机器学习等领域的前沿方向与研究动向；6、具备将机器学习与自然语言处理的理论转化为实践的能力；7、具有相关项目研发经验者（项目主要参与人员）优先；    


















"
自然语言处理工程师,20k-40k,通达海,"20k-40k,经验1-3年,硕士",移动互联网 / 不需要融资,"
职位描述：

1、至少2年以上自然语言处理（NLP）开发经验； 2、熟悉常用算法和数据结构，至少熟悉java/pthon/shell中的一种语言开发； 3、熟悉分词、实体识别、新词发现、关键词抽取、文本分类、知识图谱等自然语言处理算法和应用；4、熟悉分类、聚类、情感分析、协同过滤等常用机器学习和数据挖掘算法；5、对搜索引擎、推荐系统有一定了解；6、计算机科学、数学、统计等相关专业优先；7、具有组建团队能力或经验者优先。

"
自然语言处理研究员,25k-50k,roobo,"25k-50k,经验1-3年,硕士",移动互联网 / B轮,"
职位描述：

工作职责：
1、负责词法分析、自动对话、语义挖掘和语言逻辑等相关研究工作；2、负责NLP前沿问题的研究，结合未来实际应用场景，提供技术解决方案。
工作要求：
1、有自然语言处理、机器翻译、计算机视觉、语音识别等领域全球领先企业的工作经验；2、精通至少一种技术语言，包括但不限于java、C/C++、C#、python等；3、在世界顶尖会议IJCAI、AAAI、CVPR、ICML等发表过文章优先，有深度学习学术或工程项目经验优先

"
NLP开发工程师,20k-40k,考拉阅读,"20k-40k,经验3-5年,本科","教育,移动互联网 / A轮","
职位描述：

一、工作职责：
1、负责题库的内容信息抽取，信息检索，内容质量检查等NLP相关项目。
二、岗位要求：
1、本科以上学历，一年以上NLP开发经验；
2、算法数据结构基础扎实，熟练掌握各种NLP算法；
3、掌握常用机器学习算法，理解常用模型；
4、有搜索引擎，推荐引擎相关项目者优先；
5、Python、C++、Java均可。

"
NLP工程师,25k-38k,金山办公软件,"25k-38k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

【职位描述】
结合业务需求，负责文本特征提取、文本分类、主题模型等技术的应用
【任职资格】
 1、熟练掌握自然语言处理的算法和技术。
 2、扎实的编码能力，熟练使C/C++，Python，Java其中一种语言。
 3、计算机或相关专业，有主题模型、机器学习、hadoop经验者优先。
 4、较强的沟通能力和团队合作精神。

"
智能问答-自然语言处理研究员,30k-50k,搜狗,"30k-50k,经验3-5年,硕士","移动互联网,数据服务 / C轮","
职位描述：

【项目介绍】随着智能时代的到来，人们对信息获取的效率和方式有了更高期望，我们正在通过技术手段让信息的获取变得更加便捷。基于深厚积淀的自然语言处理、大数据挖掘和深度学习等技术，智能问答能够准确理解用户的信息需求，高效提炼互联网海量数据形成优质知识库，通过语义理解和知识计算，以精准答案的方式响应用户的信息查询需求。我们正在搜索场景提供精准问答功能，每天服务亿万网民，我们努力打造最优秀的中文问答和对话服务平台，背靠智能问答服务的搜狗汪仔机器人在国内著名知识问答节目《一站到底》中战胜最强人类选手。我们正在更多场景更好提供问答和对话服务，我们的使命是“让信息获取更简单”。【职位诱惑】公司战略重点项目，人工智能在自然语言处理领域的集中体现，搜索引擎的未来发展方向。【岗位职责】1.负责自然语言处理基础工具的开发、改进与应用，包括用户查询意图识别、查询改写等效果改进工作；2.负责自动摘要、情感分析、文本挖掘等效果改进工作；3.从事智能问答系统的研发，改进问题和答案语义相关性计算方法，为搜索用户提供精准答案。
【任职条件】
1.计算机相关专业研究生及以上学历；2.在自然语言处理、信息检索、模式识别等领域有较好的研究经历，有NLP相关技术背景或开发经验优先；3.具备较好的C++或Java开发能力，具备较好的算法基础，逻辑归纳能力强；4.有工作热情，沟通能力较好，团队意识强。

"
自然语言处理高级工程师,25k-35k,清帆科技,"25k-35k,经验3-5年,硕士","移动互联网,教育 / A轮","
职位描述：

岗位职责：

主要负责垂直领域人机交互研发，方向为：

1. 负责公司人机对话系统（chatbot）的研发；

2. 利用Deep Learning和NLP技术完成文本语义分析、用户意图理解、文本挖掘等模块的研发，将研发成果应用到机器人系统中，提升准确率；

3. 负责垂直领域机器人架构设计优化，以及相关领域前沿技术探索。


任职资格：

1. 计算机或数学相关专业，硕士及以上学历，3年以上工作经验，熟练掌握自然语言处理领域基础理论和常用方法；

2. 在以下多个NLP领域有深入研究：分词、语义分析、词性分析、意图识别、知识图谱、文本内容理解、对话管理等；

3. 熟练掌握Java或Python，有Tensorflow、Pytorch框架的实际工作经验；

4. 扎实的编程能力，熟悉计算机的基础理论，对数据结构和算法设计有深刻的理解；

5. 有较强的技术沟通能力及技术产品落地能力；

6. 有团队管理经验者优先。

"
自然语言处理（资深或专家）,35k-50k,美团点评,"35k-50k,经验1-3年,硕士","移动互联网,O2O / D轮及以上","
职位描述：

职位描述：
1、为推荐、搜索、问答等功能设计和实现高质量的基础特征（Category,Topic, Entity等）；
2、对用户以及用户的反馈（动作、评论）建模，快速定位问题与收集数据，设计解决方案，提升产品体验。
岗位要求： 
1、具备强悍的编码能力，有扎实的数据结构和算法功底；
2、熟悉Linux开发环境，熟悉Python/Java/C++语言；
3、熟悉自然语言处理常见算法与模型（语言模型、MaxEnt/CRF, pLSA/LDA, w2v, CNN/RNN等）；
4、参与或主导过NLP项目（如中文分词、文本分类、文本聚类）；
5、发表过高水平学术会议论文者优先，对使用NLP技术解决实际问题尤为感兴趣者优先。

"
NLP,15k-23k,印孚瑟斯,"15k-23k,经验3-5年,大专",移动互联网 / 上市公司,"
职位描述：

             1.本科及以上学历,计算机或相关专业,3年以上AI 算法工程师经验。
   2.有丰富的大数据、AI系统整体架构设计和规划经验，需满足：
   2.1 具有至少某一行业AI领域成功的项目经验，在项目中担当架构师等重要的角色
   2.2 熟悉业界主流AI 平台之一，如微软机器学习、IBM认知计算、阿里AI、百度大脑（不强制）
   2.3 有基于开源机器学习平台如Tensorflow、Caffe上的GPU编程（不强制）
   3. 必须具备NLP项目经验， 对 LSI & LDA, LSTM , CNN等算法熟练掌握。对语料的预处理，词干的处理，特征提取，模型创建等NLP技能
   4. 有很强的线性代数理论知识
   5. 具备Python 开发2年以上经验，有并发开发的实际项目经验
   6. 熟练几个常见的python 包，比如Numpy, SciPy, Pandas, sklearn
   7. 有一定的Oracle SQL/PLUS开发经验，对数据仓库建模有一定经验。

"
自然语言处理算法工程师,20k-40k,360,"20k-40k,经验1-3年,硕士","移动互联网,游戏 / 上市公司","
职位描述：

【中文自然语言处理算法工程师】
岗位职责：
负责信息抽取、命名实体识别与消歧、词法和句法分析、文档摘要、情感分析、智能问答、机器翻译等基础算法研发。
 
岗位要求：
1. 具有自然语言处理专业计算机背景的硕士和博士
2. 精通统计语言模型和相关机器学习核心算法
3. 精通至少一种编程语言，但不限于C/C++、Python等，要通过我们的上机实战测试。
4. 熟练掌握深度学习框架和模型（如CNN, RNN, LSTM）候选者优先考虑
5. 具有中文自然语言处理3年以上项目经验者优先考虑
6. 具有国际会议顶级论文或者大赛优异成绩者优先考虑
 

"
自然语言处理工程师,15k-25k,游族网络,"15k-25k,经验3-5年,不限","移动互联网,游戏 / 上市公司","
职位描述：

岗位职责:1、负责自动对话、语义知识表示、语义挖掘和语言逻辑等相关研发工作；2、负责分词、词性标注、依存文法分析、信息提取，挖掘等技术研发；3、结合自然语言处理、机器学习、数据挖掘、文本挖掘等方法建立数据模型解决实际业务问题；4、构建NLP相关的预测模型，服务于用户画像、推荐等系统 。
任职资格:1、本科及以上学历，3年以上从事机器学习、NLP等工作经验，数学、统计、模式识别、计算机软件等专业；     2、具有丰富的自然语言处理专业知识，熟练掌握各种数据挖掘的算法与技术，具有实际的数据挖掘处理经验； 3、熟悉自然语言处理、机器学习、模式识别等常用算法，对NLP方向有浓厚兴趣；4、熟练掌握下表里一种以上的编程语言：Python, Java, matlab C/C++, Scala等； 5、熟悉深度学习开源平台如：TensorFlow，Caffe，DeepLearning4j 等，并具备相关平台开发经验； 6、熟悉信息检索概念，如文本挖掘 （分类、聚类、摘要、结构化信息提取）、中文信息处理 （如分词与词性标注、命名实体识别、信息抽取系统、问答系统等）、知识系统等方面的研究与开发经验；7、英语优秀，有海外留学经验的优先；具备持续学习新兴技术的能力，良好的团队协作精神。

"
自然语言处理,15k-30k,Gridsum 国双,"15k-30k,经验3-5年,本科","数据服务,企业服务 / 上市公司","
职位描述：

工作职责：
1、针对海量文本内容进行中文分词、语义识别、自动文本聚类和情感分析等文本挖掘的工作；
2、为公司产品加入文本挖掘功能，在实际场景中有效运用成熟的文本挖掘算法，将文本挖掘技术产品化；
3、参与小组的产品设计讨论，共同讨论和设计产品。

任职要求：
1、自然语言处理相关专业毕业，熟练掌握自然语言处理领域的基础理论和方法，熟悉中文分词、语义分析、文本聚类、情感分析等基础算法和应用；
2、拥有编程能力，可以通过编写程序实现和运用文本挖掘的算法解决实际问题，拥有根据实际情况调整和优化文本挖掘算法的能力，以达到最终的商业目标；
3、拥有实际的文本挖掘的项目经验；
4、熟悉软件开发流程和配置库的使用，拥有软件开发流程中的代码规范意识、配置管理规范意识、文档撰写规范意识和团队合作沟通交流意识。

【公司福利】
1、按照国家和工作地区的相关规定为员工提供养老、失业、工伤、医疗、生育保险和住房公积金。同时购买了商业补充医疗保险。
2、提供每年一次的健康体检。
3、传统节日发放节日礼品。
4、每年将至少组织一次免费旅游。
5、定期组织员工活动和康体健身活动。
6、优秀员工，将获得公司奖励的额外旅游或休假。

"
自然语言处理工程师-ICTR,15k-25k,CTR,"15k-25k,经验1-3年,本科",广告营销 / D轮及以上,"
职位描述：

任职要求：
（1）数学、统计学、计算机或相关专业，本科及以上学历，研究生学历优先。
（2）3年以上机器学习及软件开发工作经验，其中至少1年以上自然语言处理相关工作经验。
（3）乐于钻研，具有较强的学习能力，能独立解决问题。
（4）工作勤奋、负责，有较强沟通能力。
专业技能：
（1）数学与编程功底扎实，熟悉自然语言处理与机器学习理论及方法，熟悉常用算法。
（2）熟练使用Python、Scala或Java语言。
（3）熟练的英语读写能力，能无障碍的阅读英文资料，撰写英文文档。
（4）熟悉NLP相关模型与技术，如贝叶斯网络、隐马尔可夫模型、语义分析、情感分类等。
（5）熟悉机器学习、特别是深度学习的理论和方法，熟练运用至少一种传统机器学习及深度学习框架，如Scikit-Learn、Spark MLlib、TensorFlow、MXNet、Deeplearning4j等。
（6）具有Solr、ElasticSearch等搜索引擎实践经验者优先。

"
文本挖掘/自然语言处理工程师,8k-15k,飞常准,"8k-15k,经验3-5年,本科",移动互联网 / A轮,"
职位描述：

岗位职责：1 利用机器学习和NLP技术从海量异构数据中进行有价值民航服务信息的挖掘和整合2 分析和挖掘海量结构化数据中的规律，有效的预测民航服务数据变化趋势，开发量化服务策略与产品，参与文本挖掘产品的算法设计、开发及编码的实现；3 使用数据挖掘与语义网技术，整合民航服务相关数据，构建民航服务标准体系

任职要求：1、2年以上Python、或C/C＋＋开发工作经验，熟练使用至少一种深度学习工具包；2、熟悉MapReduce、Spark等大数据计算框架；3、具备较好的数据结构与算法基础；数学基础扎实，逻辑思维能力突出；能够流畅阅读英文文献。4、熟悉分词、词性标注、实体识别、句法分析等，有情感分析、关系抽取和事件抽取经验者优先；5、熟悉常用的统计方法、数据挖掘和机器学习方法 ， 较强的沟通能力，有团队合作意识，积极主动，责任心强；

"
NLP研发工程师,30k-60k,粉笔网,"30k-60k,经验1-3年,硕士","移动互联网,教育 / 不需要融资","
职位描述：

工作职责： 
中文/英文写作批改相关
 
职位要求： 
1. 计算机或数学专业硕士及以上学历
2. 掌握自然语言处理领域的基础理论和方法
3. 熟悉机器学习领域基本算法 
4. 开发及学习能力强，且有不错的数学基础 
 
有以下经验者优先： 
-大规模推荐系统的研发经验。 
-深度学习算法优化理论的研究经验。 
-对分词，关键词提取，命名实体识别，文本分类，主题分析，情感分析等有相关经验者优先。

关于粉笔科技：
 
北京粉笔蓝天科技有限公司成立于2015年2月，总部位于北京，2017年在南京、济南、武汉等地设立师资中心。
粉笔科技是一家基于移动互联网的在线教育培训企业，主打针对成人就业市场的基于考试的知识类培训，用免费的题库切入市场，通过直播课教学服务变现。目前技术团队主要成员来自腾讯，百度，新浪，网易等。当前业务涵盖公考、教师、司法、考研等领域。
粉笔科技注册用户超过900万，直播课近5万堂，售卖超过600万人次。2017年上半年年营收过2亿，连续三年保持300%增长。
 
福利待遇：
1、 享受五险一金+商业保险
2、 交通补贴1000元+午餐补贴600元
3、 免费的电影、健身房、水果、零食
4、 健康体检+旅游基金6000元
5、 弹性工作制，不打卡，人性化管理
6、 7天年假、12天全薪病假

"
自然语言处理工程师,30k-50k,泛微,"30k-50k,经验3-5年,本科","移动互联网,企业服务 / 上市公司","
职位描述：

岗位职责：
1、利用相关技术和算法，提供文本分析相关的基础方案与服务；
2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作；
3、负责数据和业务的紧密集合。

岗位要求：
1、熟练掌握自然语言处理NLP相关理论与技术方法；
2、熟练掌握使用java，数学正则，至少掌握一种脚本语言；
3、熟悉中英文分词、词性标注、实体识别、句法分析、自动文本分类，关键值提取等自然语言处理技术，熟悉语义分析方法和技术（相似度计算、本体理论、语义推理等）；
4、熟悉人机对话的前沿方向和研究方向；
5、熟悉了解人工智能、机器学习等领域的前沿方向与研究动向；
6、具备将机器学习与自然语言处理的理论转化为实践的能力；
7、具有相关项目研发经验者（项目主要参与人员）优先。

薪酬福利：
1、提供有竞争力的薪资，执行相对公平合理的绩效政策和薪酬结构；
2、其他福利：美味三餐、各种补贴、生日和节日福利、年休、优秀员工出国旅游等；
3、作息时间：每天八小时工作制（9:00-18:00，午休1小时），双休+国家法定节假日。

我们期待您的加入：
期待与众不同的您加入我们，与泛微一起共同创造移动办公OA行业新的历史！让我们的OA走向海外，让更多优秀的组织都能用到泛微的移动办公OA软件！
更多详情欢迎浏览我们的官网：www.weaver.com.cn。

"
